"weight","SYMBOL"
0.000712469092332842,"SLC25A39"
-0.000389408107229652,"MVP"
0.000361663903194486,"NUB1"
0.000408068860404793,"PGM3"
-0.000251793731185605,"RWDD2A"
0.000240983532117535,"CLK1"
-0.000117382002789971,"POLR3B"
-9.55522575744777e-07,"ANGEL1"
9.42943196807519e-06,"RNF14"
-1.06691749344159e-05,"DNASE1L1"
0.000317607504711937,"DDX11"
0.000290201091268035,"HEBP1"
-0.00102062278850173,"GPRC5A"
0.000583006449671356,"TACC3"
-0.000119041621328759,"UFL1"
0.000342283341514479,"POLA2"
-0.000119365731569503,"ZC3H3"
0.000559785299795434,"CAPN1"
-0.000683519736986275,"ACPP"
0.000994262746746435,"MDH1"
0.000410531685316825,"SLC30A9"
-0.000514601759181223,"MTMR11"
0.000147507670584699,"COX15"
0.000188368398190967,"CCDC88C"
-0.000464972186118184,"YAF2"
0.000118338288480452,"ZMYND11"
-0.00054290818979793,"DPEP1"
0.000291621568671162,"BID"
0.00113330322618869,"MATR3"
0.000171449929227317,"XYLT2"
-0.00160114567034563,"STMN4"
0.000355630613367415,"NUDCD3"
-0.00169000770238952,"ISL1"
-0.000273178587142174,"CHDH"
0.000333121804557941,"GLT8D1"
0.000532690220736987,"ATP2C1"
-0.0015269889869184,"IGF1"
0.00045097107627976,"SLC38A5"
0.000266692281244916,"RALBP1"
0.00022390067735697,"RUFY3"
-0.000119647541905381,"CNTN1"
-3.72474227181204e-05,"WWTR1"
0.000182773853206797,"AGPS"
0.00012056632258913,"CXorf56"
0.000138239005163557,"ATP1A2"
0.000155924858871119,"TTC27"
-0.000445661863176466,"ZNF582"
0.000297662901990442,"PHLDB1"
-0.00226899732305357,"CYP24A1"
-0.000417226710858321,"PRDM11"
-0.000237009902096293,"SYT13"
-0.00099525731061247,"SNAI2"
0.000288909021897236,"CD74"
-0.00115752337761441,"HGF"
-9.02809374483751e-05,"ZRANB1"
0.000175491361975927,"NCDN"
-0.000771648650973422,"ADGRA2"
9.18769518204444e-05,"ZFP64"
0.000419386053154641,"MNAT1"
-0.000360516798677233,"SAMD4A"
0.000109653884460709,"MRE11"
2.94958504277922e-05,"PLEKHB1"
9.52943372056365e-05,"SERPINB1"
-5.68364598125177e-05,"SPAST"
-0.000681586226992337,"NRXN3"
-0.000221361233922386,"OSBPL5"
0.000274560921972742,"AQR"
-0.000302395957459908,"CPS1"
0.000326930885093654,"FHL1"
0.000375834514965176,"RTF2"
-2.93492429368484e-05,"NLRP2"
-8.56553114531825e-05,"SLC45A4"
0.000943252728672455,"RNF10"
-0.000174199258880723,"ZNF839"
0.000231753310350079,"ZDHHC6"
-0.000357254188516398,"GRAMD1B"
0.00020728134813563,"RNH1"
0.000108408710286786,"NDUFS1"
0.000259599921275072,"RB1CC1"
-7.55157497346928e-05,"ERP44"
0.000212037035170235,"ALAS1"
-0.000231989459199983,"AKAP11"
-0.000121012091844864,"GLRX2"
-0.000226313398651704,"SNAPC1"
0.000228255644865276,"DERA"
0.000848757832951466,"STRAP"
-0.000420597353996005,"DEF6"
0.000339112339736318,"PLEKHO1"
2.95564522237255e-05,"GCLM"
-0.00016347428840728,"UBR2"
-0.000170399647926553,"EHD2"
9.46120298757527e-05,"DEPDC1"
-0.000145680642842176,"CCDC28A"
1.64408945599666e-05,"RRAGD"
3.7598890221209e-05,"HSF2"
0.000196568783795968,"PHF20"
-0.000330239828736316,"HSD17B6"
7.12335582301938e-05,"NR1H3"
-0.00120524890451803,"TYMP"
0.000390388285748689,"NCAPH2"
0.000243128807188215,"TOMM34"
0.000691565071626283,"SEC63"
0.0002049367633183,"KPNA6"
0.000754875331286624,"VIM"
-0.000233625799710089,"FAS"
8.80483979464228e-05,"RNASET2"
-6.31454439148015e-05,"CD44"
-0.000102683272657837,"KCNG1"
0.000111940154209,"AGPAT4"
-0.000481241503991877,"BTN3A1"
4.24759159021785e-06,"MIPEP"
-0.000304644170959166,"PRKCH"
0.000188418426824445,"IFNGR1"
-7.80073235783795e-06,"B4GALT7"
-0.000417083359101492,"SH2D2A"
4.2823899167548e-05,"VRK2"
0.000302976793077943,"VEZT"
-0.000341478083084222,"POU2F2"
0.000286955891755043,"BRD9"
0.000367102037951199,"SNX1"
0.000458143383537352,"TBPL1"
-8.95801859981691e-05,"ARNTL2"
0.000748452022020438,"BCLAF1"
9.89246752790903e-05,"SLC39A9"
-0.000328834531458233,"ANK1"
0.000226426687791629,"TFB1M"
0.000230561522243178,"RABEP1"
0.000957912163173318,"HMGB3"
0.000453285784053084,"NUP160"
0.000238819866384461,"BAK1"
-0.000663198850620433,"IKZF2"
0.000593299591428965,"GRN"
-0.000155004453172719,"FAM13B"
-0.000745759481254983,"ARHGAP31"
4.72693696919221e-05,"CENPQ"
0.000625270565907574,"SARS1"
0.000658067803848777,"RANBP3"
-0.000175276271387858,"ARID4A"
0.000149774079547661,"EIPR1"
0.000414925585491425,"PNPLA6"
-0.000342385641519766,"IFT88"
0.000361417023995366,"ALG1"
6.4215232429685e-05,"ZCCHC8"
0.000364823091832561,"ABCF2"
-0.000101719282067024,"CHPF2"
4.74298259601871e-05,"FUT8"
0.000186523999386013,"UBA6"
-0.000400723456415375,"GAB2"
0.000207444254098041,"ATP6V0A1"
8.51874566001972e-05,"PIAS1"
0.000144181536032495,"SLC4A7"
-8.26526145074355e-05,"APBA2"
0.000123217472124282,"MAP2K3"
-0.00161528651980831,"EFCAB1"
0.0012265297100373,"TMSB10"
-0.0002012634564915,"ASTE1"
-8.38776240653719e-05,"RNF19A"
0.000124448311309074,"PEX3"
0.000398117475866752,"GABARAPL2"
0.00014867219269884,"SH3YL1"
0.000557060046622265,"FAM136A"
0.000753311335469887,"VCL"
0.000377512623921208,"DEPDC1B"
-0.000555214643774784,"DAPK2"
0.00016378442783005,"NSMAF"
0.000438697122965939,"ADSS2"
0.000144391724970791,"TIMP2"
0.00057330066784297,"RFC1"
-1.27944271574342e-06,"TBC1D23"
0.000431486845096882,"CUL3"
-0.000797199809459825,"MYOM2"
0.000139963897419473,"ZZZ3"
-0.000393361103052201,"USP2"
-0.000219578172237916,"TUBG2"
0.000461825477688343,"RPL26L1"
-0.000270500762397873,"FLT4"
0.000482680942848194,"NSUN2"
-5.92135119939424e-05,"FBXO42"
3.47534347206988e-05,"MFAP3"
-0.000108281743063267,"MRI1"
0.000340441742423355,"METTL1"
-0.00323663948052746,"HOXC8"
-5.32270106639798e-05,"AGA"
3.28178380313846e-05,"PI4K2B"
0.00017133527641031,"BOD1L1"
0.000403625295795222,"MAT2B"
0.000448427961441938,"EDC4"
0.000164331031554072,"TRIO"
0.000651787413263212,"VCAN"
-0.000183716689428908,"CLEC16A"
0.000920464659681019,"CDH1"
0.0006050371730202,"MTREX"
8.96254986242972e-06,"ZFYVE16"
-0.00035685826760561,"RIPOR1"
0.000658042767060342,"RAI14"
0.000241611880435068,"PNKP"
-0.000174283883968833,"PHLPP2"
0.000361328322967793,"SPDL1"
0.000453575105983494,"STAU2"
-6.71313050561137e-07,"SLC66A1"
-7.38013377294812e-05,"CTNS"
4.0734150824619e-05,"RTN4R"
0.00045542911385338,"PHF23"
0.000100510361351961,"INPP4A"
0.000949638679451686,"PSMA4"
0.000334048542370563,"LSG1"
-0.000795899484367253,"PARP3"
-0.000356899534456203,"TNC"
-9.90922428807376e-05,"THAP3"
-0.000639696317280668,"RIPOR3"
0.000286910067458983,"TDP1"
-0.000387114161712875,"AIFM2"
-0.00025186880937555,"SPATA7"
0.000304814766383221,"MED17"
-0.000100732001048308,"RETSAT"
0.000447626731872849,"CAPG"
0.000788260681861191,"AP2S1"
-0.000810420289709576,"ADAM28"
0.000315474615446665,"DCUN1D1"
0.000115783703785288,"JADE2"
0.000695437039617653,"ZIC2"
0.000258381377476224,"TRIT1"
-0.000179827514912747,"CUL7"
0.00101272504280073,"CTNNA1"
0.000119425847004749,"PHKA2"
-0.000191017778397138,"CNTLN"
-0.00112176088651924,"EPHA3"
0.000809081023721155,"HSPA5"
0.000460407237269564,"DSG2"
7.95049521714787e-05,"GEMIN8"
9.11231140305712e-05,"OFD1"
0.000630028567363293,"GPM6B"
3.9986420851519e-05,"PREX2"
-0.000263040471502573,"WDR37"
-3.80317116644326e-05,"YTHDC2"
0.00025881002661884,"CTPS2"
0.000372589303140916,"ATP6V1H"
0.000587197583210599,"POLR2B"
-0.000329286676809529,"FAM214A"
0.000403062754116152,"TPR"
-0.000265704865992813,"CP"
-0.000217625115631171,"KIAA0556"
-3.68071781649326e-05,"DTNBP1"
-0.000243493348226098,"C12orf4"
-0.000689759753600568,"SCML1"
2.73890899082726e-05,"WWC3"
-0.00110928368839198,"ARHGAP6"
-0.000537925231584776,"FAM184B"
0.000525209399317196,"MAP4"
-0.000109358317171898,"GOPC"
0.000423997004616189,"USP28"
-4.1513257566986e-05,"HDAC9"
0.000349363278357391,"TSPAN17"
0.000600334561039298,"NOP16"
-5.59513531947581e-05,"CC2D2A"
0.000511434630233336,"RRM2B"
-0.000495817731867055,"ZNF800"
-0.000411024311878739,"SNX29"
-0.000425498452001427,"LMO3"
0.000181687435464233,"MRPS10"
-0.000107883578187196,"GUCA1A"
0.000352012808314068,"RSF1"
-0.000142999000983592,"VPS13D"
-2.3148052834153e-05,"CELF2"
0.000106521840811299,"FAM120A"
0.0003587111240812,"R3HDM1"
-0.000408290896610868,"COL9A2"
-0.000275393606770777,"KITLG"
5.46019428923625e-05,"ERCC8"
-0.000898459065158684,"ADAMTS6"
-0.000418657843163663,"H6PD"
0.00034615186424133,"VAMP3"
-0.000366244437246119,"PER3"
-0.000441105326763126,"EPN3"
7.12595411565831e-05,"LTBP1"
0.00082157302215775,"RCN1"
-0.000389740203502354,"ELN"
0.000627597765071485,"RFC2"
0.000119572796830283,"ARID1B"
0.000637550880519188,"CLPTM1L"
0.000463685166023463,"NEDD4L"
-0.000207764408850601,"PPP1R3F"
0.000376237017196326,"HEXB"
-0.000147917350722088,"PTCD2"
0.000298756860000129,"JKAMP"
0.000182182843674777,"DKK3"
-0.000451133167192766,"ARHGEF5"
0.000433007082771918,"NFE2L3"
0.000222466801766498,"MCUR1"
0.00021960049711197,"LIMA1"
0.00020418194163437,"LETMD1"
-3.89699769647039e-05,"SLC4A8"
-0.000139055907783313,"LAMC3"
0.000195405847081614,"MAPK9"
-0.000325941031313174,"COL23A1"
0.000374174572697119,"BCAR1"
4.84135519248777e-05,"FAM160A2"
0.000175348576355897,"HERPUD1"
0.00027287839597979,"HOMER3"
0.00039610021391797,"RAD51"
-0.000127401154598446,"POLQ"
9.03056544358592e-05,"PIK3CB"
0.00072134573067318,"CYBA"
0.000188426860861644,"THOC3"
0.000318659666409205,"HEBP2"
0.000157693827720583,"MPHOSPH9"
0.000281564963621615,"PLEKHA5"
0.000458759731189782,"PRSS8"
0.000396950011655519,"SIKE1"
0.000207450364428489,"RRP12"
-0.000316292436785944,"FNIP2"
0.000506278896502025,"MSMO1"
0.000329624625804815,"TTC17"
-0.00197783637256289,"ALX4"
0.000329790831595007,"FOXN3"
-0.00166600355491204,"METTL24"
0.000173994381479545,"AKR7A2"
0.00044999597204165,"MRTO4"
-1.17182210951879e-05,"NNAT"
-7.59322686455131e-05,"USE1"
-0.000371556207634722,"MCF2L2"
0.000202173123904421,"AP5M1"
0.000227816175518979,"ANAPC4"
0.000394991920317523,"TRAPPC3"
0.000662977098813408,"THRAP3"
0.000562901769137042,"PHPT1"
3.82852884003359e-05,"ARID4B"
-1.10590934694076e-06,"OPN3"
-0.000134601249789098,"SDCCAG8"
-0.000336939903334915,"PTPRN"
-0.00112923121150403,"HHAT"
0.000165077762203199,"KIF1B"
-0.00201292950960858,"FOXC1"
-7.15022881682533e-05,"TBC1D22A"
0.000187618966747254,"SYNE2"
0.000153034882594574,"PLEKHH1"
-0.000376362033430658,"ATP9A"
-0.00097077868780549,"CHRDL2"
-6.06188509333604e-05,"FAM168A"
-0.000408652636991936,"RELT"
-0.000146974854511497,"GALC"
0.000712988502933484,"NOP58"
0.000453953759485001,"SZRD1"
-0.000293503070485763,"KCNH2"
0.000400075689108817,"CUL1"
-0.00011500790762495,"FAM114A2"
0.000379920393533543,"CYFIP2"
0.000280715739624966,"TAB2"
2.53749704634809e-05,"GINM1"
9.20639486828052e-05,"EIF2AK2"
0.000323579156783853,"USP36"
-0.00017039875951206,"KMT2C"
-0.000458923700716323,"MCOLN3"
0.000357441622766063,"PUM2"
0.000437358605429695,"MRPL43"
-0.000616591141068891,"ITIH4"
0.000264823568872088,"HPF1"
0.00038482633217114,"ZFR"
-0.000250578094154519,"ZNF280C"
-0.000443081634220726,"NPFFR2"
5.44065609030959e-05,"PHF21B"
4.03747738735344e-05,"RC3H2"
-0.000190293903188589,"IL17RB"
-0.000145924969241157,"TRAF3IP2"
0.000387598417514695,"GYG2"
0.000280748891178022,"DCBLD2"
-0.000350571408899727,"SOAT1"
4.76987336579039e-05,"PKP2"
0.000974211640707777,"GDI2"
-0.00110198901300093,"PRDM1"
0.000200247074798367,"ATG5"
-0.000691727809190562,"TMCC3"
0.000423844498631948,"PITHD1"
0.000727963806191533,"MTA3"
-1.77775951485204e-05,"USP13"
-7.87884400344082e-05,"ATP11B"
-0.000146660716226875,"LAMC2"
7.134176686582e-05,"CDK14"
0.000593637885891372,"SEC61A1"
0.000463550004970473,"PPP1R12A"
0.000157941527733431,"CROCC"
0.000488752190322395,"POLR3E"
-0.000118665642231738,"ATP2B4"
0.000413993766598692,"ZC3H11A"
0.000372610451830636,"RIOK2"
0.000212373087052936,"YIPF1"
0.000407750599649431,"NDC1"
1.63326218829869e-05,"FLYWCH1"
0.000195391072687494,"UNKL"
-0.000682008420145594,"TBXAS1"
-0.000166407645520999,"PARP12"
0.000502875231847908,"ALDH18A1"
5.23678784982906e-05,"TARBP1"
0.000135080427100094,"GATB"
-0.000664123862843921,"MXD1"
9.98972245629166e-06,"CDK17"
7.05447413019296e-05,"DNAJC25"
0.000859650394287686,"SLC2A3"
-0.000509431091146526,"PSD"
0.000111750999823245,"CTDP1"
0.000984642185651175,"YBX3"
0.000465753632648158,"WNK1"
0.00067434664364189,"CCAR1"
1.69803633239906e-05,"OGFR"
-0.000292541969977422,"PIGV"
0.000276777582570965,"PTPRU"
0.00055882999497996,"SNRNP40"
-0.00146396988670946,"RIMBP2"
-0.000114445170568407,"COL11A1"
0.000379929062762776,"QSER1"
-3.33946208451966e-05,"MPC1"
0.000182757185860495,"ACAA1"
0.000603877295679304,"BCAT1"
0.000301086380085862,"HDAC7"
-0.000342120549169491,"LZTS1"
-0.00181507002839315,"PRDM6"
-0.000525176728204949,"SPAG4"
0.000594032620128896,"NCKAP1"
0.000455341781938979,"MRPS35"
-0.000774188215622506,"GUCY1B1"
0.000300499630127513,"SFSWAP"
2.95462957769198e-05,"TNK2"
-0.000146442225240075,"MON2"
0.000599225204990508,"CDH3"
0.000529131375933591,"GPBP1"
-0.000382737862599612,"DGAT2"
-0.000596937466740316,"ZNF112"
0.000680393124834462,"CS"
0.000606940228885707,"MRPS24"
0.000111280905481834,"ELMO2"
0.00032463688092778,"WAPL"
0.000547761949171836,"VMP1"
-8.73463270636973e-05,"APPBP2"
0.000491594199109369,"POLD1"
-0.000224185104492985,"SEZ6"
0.00107914872295888,"EIF4B"
-0.000753166874751995,"SLC6A16"
-0.000135901709326926,"BICRA"
0.000302225414826316,"SPHK2"
0.00140534516022624,"RPL18"
0.000449316734971422,"CA11"
0.000462168139220661,"ISOC2"
0.000857863444782739,"U2AF2"
0.000558784181228136,"EPN1"
0.000222383282294753,"MED29"
-0.000348835801973498,"ZNF275"
-0.000348835801973498,"LOC105373378"
3.5809381000227e-05,"MTMR1"
0.000213843856706532,"GPC1"
-0.000188579724877999,"ADCK1"
9.92593918046297e-05,"HAGH"
0.00054438579298115,"RNF4"
-0.000111982331769169,"CASP8"
-0.000319549643297606,"LIMCH1"
0.000387514716921492,"INTS13"
0.000588890488126917,"TM7SF3"
-0.000167498630545388,"SPA17"
-0.000282893738450125,"ST3GAL6"
-0.000334173978519431,"NGFR"
-0.000101437618115531,"CDON"
0.000172454713307144,"TAF2"
-0.000274489984923457,"HIPK2"
0.000425867809550713,"TNPO3"
0.000331116900511706,"RFXANK"
0.000280767254275736,"TMEM161A"
0.000236258810849772,"LPAR2"
0.000258372794000708,"CTSA"
0.000450694595444693,"SUGP2"
-0.000191268986304569,"SLC12A2"
2.46420872801104e-05,"SNX24"
-0.000726109586548576,"EYA2"
0.000938927518065579,"CNN2"
-0.000127095304266895,"ABCA7"
-0.000358251345280739,"SNCAIP"
0.000171975774238016,"DDX20"
0.000239198294302713,"BTBD1"
0.000105314954887632,"FAR2"
9.07416508411936e-05,"SBNO2"
0.000330052775242602,"PMS1"
0.000423451116262348,"HMG20B"
-0.000584206383889265,"CALCRL"
0.000323514524229727,"TAF11"
-4.11463045323555e-06,"ANKS1A"
0.000612785291436911,"AP3D1"
4.55918150422625e-05,"ZNF76"
-0.000156653150043104,"SLC9A3R2"
0.000365599922544857,"NTHL1"
-0.000167541262503669,"UHRF1BP1"
0.000409479301274978,"GNAI3"
0.000937488092104376,"IPO5"
0.000534827495829268,"OAT"
0.000296251947484167,"WDR3"
0.000127154831385901,"PKN2"
0.000457420518151254,"WDR18"
-0.000110957439408789,"TRAM2"
-0.000684993112551323,"NTN1"
0.000216770910050197,"MCM10"
0.000192791942188573,"DGKA"
0.000283178806098296,"ERBB3"
-0.000655721802669711,"ANKRD44"
0.000713884100762684,"KARS1"
0.000219946189802956,"ADAT1"
0.000231814940396464,"PDIA5"
-0.00010638536292366,"TBC1D22B"
0.00105642448395367,"NDUFB4"
4.93154559611036e-05,"SPEN"
9.91861404945676e-06,"MYLK"
0.000586446022146155,"ZC3H15"
0.000114805204007547,"MAP2K4"
-2.06296787269639e-06,"PACC1"
-0.000740224543711417,"SNAP91"
-5.57282177722421e-05,"SLK"
-0.000124233534140396,"CYB5R4"
-0.000730886137195145,"COL17A1"
-3.7464239774589e-05,"GSTO2"
3.98607486418255e-05,"SEC61A2"
-0.000170951730910472,"PRKCQ"
-0.000299754686272517,"TLE2"
0.000147332725163865,"ASB1"
0.000188909277279792,"FAM107B"
-0.000208277114023268,"ME1"
0.00065590371194219,"TBC1D1"
2.95747017810147e-05,"CDK13"
0.000723614301625549,"MTHFD2"
